528.431,1.67564,1.78362,370.351,850.381,-0.000321918
668.049,1.61934,1.11356,406.885,865.834,20.0032
666.55,2.02631,1.43618,426.827,846.856,78.2524
754.729,1.60008,1.8433,485.111,857.495,26.6546
941.215,1.45062,1.07502,433.503,854.474,-404.034
0,0,0,0,0,-13.4939
790.643,1.81877,1.19258,393.45,883.663,23.1781
512.646,1.74741,1.42847,430.116,881.756,32.9546
813.922,1.49493,1.2558,439.85,868.784,31.8338
976.424,1.53144,1.01928,438.678,853.041,-11.0153
824.301,1.34032,0.987675,395.788,840.861,33.5538
789.963,1.67587,1.44976,440.441,866.073,3.34095
787.138,1.67846,1.1304,410.19,854.593,-2.40687
799.512,1.84255,1.11447,404.436,852.84,11.4184
823.453,1.67957,1.20568,418.261,852.563,14.996
719.043,1.9625,1.28388,421.885,866.868,43.264
840.425,1.41489,1.10762,450.155,867.338,27.1348
903.618,1.25359,1.44478,433.956,846.199,62.7189
928.366,1.52176,1.194,469.565,853.6,-404.034
0,0,0,0,0,33.8412
896.329,1.5893,1.37753,440.736,868.433,21.1589
831.355,1.70027,1.52919,428.095,881.128,27.9383
1010.21,1.36654,0.925538,434.863,877.508,28.1184
796.191,1.78954,1.23665,434.999,864.096,27.856
1046.09,1.5364,0.913629,434.648,837.285,33.6227
924.083,1.23104,1.6013,440.477,856.288,25.3715
840.255,1.63901,1.44247,432.282,873.449,46.9378
944.778,1.64402,1.21142,453.893,886.978,51.9554
744.531,1.29714,1.17717,458.674,814.909,-404.034
0,0,0,0,0,27.7395
1045.24,1.40938,1.21933,434.634,868.579,21.6133
847.296,1.60951,1.30213,428.48,859.92,43.4615
879.95,1.33035,1.42897,450.26,839.329,12.5031
790.35,1.44022,1.33036,419.238,820.01,-404.034
0,0,0,0,0,54.8163
677.356,1.4621,1.35578,461.554,820.826,22.0411
1049.23,1.70809,1.26617,428.882,852.163,47.4636
1070.87,1.31799,1.14307,454.37,872.053,47.3642
1295.36,1.32646,1.07146,454.254,867.026,26.5168
1087.47,1.21288,0.912857,433.303,835.638,53.0555
1172.89,1.53458,1.28204,459.98,877.544,85.5084
914.489,1.59095,1.28938,492.348,851.651,33.3053
1022.7,1.64484,1.43125,440.23,877.71,71.7245
729.204,1.95861,1.46341,478.576,855.157,-404.034
0,0,0,0,0,48.8157
792.555,1.40385,1.48822,455.587,831.039,51.8116
1602.06,1.37654,1.1298,458.665,856.028,36.9729
969.608,1.47167,1.36323,443.876,871.195,8.76871
1170.93,1.2151,1.37992,415.636,860.148,51.538
1122.14,1.44536,1.07708,458.353,844.197,15.4957
1115.63,1.45376,1.38873,422.403,872.424,30.9632
863.89,1.75074,1.29421,437.839,862.895,49.7737
719.064,1.5917,1.35068,456.696,877.019,-5.50972
1116.35,1.3688,1.24699,401.348,857.407,-2.92247
1072.27,1.26446,1.23796,403.905,848.238,22.5026
881.905,1.84294,1.25948,429.333,848.943,55.0885
928.859,1.6777,1.3386,462.006,875.356,64.2709
1011.25,1.58238,1.01632,471.102,849.078,-0.0660477
923.102,1.3767,1.1929,406.714,833.844,-2.65066
804.502,1.72371,1.11301,404.216,860.167,57.4954
1029.28,1.4912,1.24582,464.398,871.004,-404.034
0,0,0,0,0,36.2759
678.237,1.46399,1.18067,443.263,896.5,32.6864
552.196,1.57507,1.4205,439.644,887.668,-1.30394
550.319,1.40752,1.29183,405.561,859.413,-0.250954
941.586,1.70448,1.12895,406.616,860.179,13.2018
943.989,1.55465,1.04753,419.994,837.505,35.4832
828.94,1.52938,1.06028,442.34,857.086,64.0042
766.396,1.42535,1.26582,470.762,826.893,43.9322
828.857,1.60574,1.20419,450.712,833.657,-18.5445
933.681,1.67309,1.22284,388.238,834.627,-404.034
0,0,0,0,0,12.1616
825.49,1.8182,1.33379,418.858,808.384,74.6971
802.973,1.77817,1.27244,481.569,861.402,-404.034
0,0,0,0,0,10.1726
816.258,1.77113,1.36166,416.979,841.857,53.4732
886.96,1.66383,1.37597,460.374,870.446,50.3385
733.854,1.70795,1.34026,457.121,834.548,-404.034
0,0,0,0,0,37.9876
667.531,1.61257,1.35799,444.837,854.672,50.0425
873.418,1.53289,1.23418,456.822,833.604,-13.9704
750.22,1.47105,1.15004,392.844,844.296,-404.034
0,0,0,0,0,41.8069
741.798,1.69349,1.28049,448.578,830.888,-19.0303
809.339,1.53401,1.23088,387.926,887.328,55.8313
776.135,1.40785,0.0873756,462.476,792.472,13.3456
622.046,1.60968,1.25616,420.06,813.657,46.4731
703.588,1.55573,1.40328,453.381,872.369,2.33657
573.7,2.13731,1.31398,409.186,854.809,-25.1525
595.497,1.92489,1.19604,381.701,856.001,35.3992
664.308,1.76865,1.41619,442.181,834.155,49.2486
646.554,1.31229,1.6823,456.116,860.14,-0.361
1089.58,1.33447,0.835847,406.579,882.217,48.2144
965.266,1.38163,1.12673,454.972,826.785,21.1448
805.079,1.46628,1.19397,428.043,869.618,-9.40637
744.531,1.17869,1.5253,397.273,803.233,32.0822
648.143,1.42357,1.19064,438.947,859.34,-404.034
0,0,0,0,0,2.11096
699.096,1.72097,1.24961,408.909,839.291,-404.034
0,0,0,0,0,45.9731
914.841,1.75113,1.23759,452.769,838.591,-404.034
0,0,0,0,0,29.2645
744.436,1.61639,1.12643,436.116,855.304,-404.034
0,0,0,0,0,-8.30807
746.628,1.34631,1.71076,398.622,879.467,-8.26137
682.074,1.52475,0.961089,398.461,816.156,42.5529
678.269,1.39904,1.35265,449.155,779.637,38.17
785.471,1.63277,1.32168,444.957,835.683,81.4531
856.763,1.57334,1.2968,488.142,805.942,51.292
971.621,1.45792,1.04341,458.167,862.515,-404.034
0,0,0,0,0,74.2221
967.32,1.72058,1.05018,480.873,794.242,61.7839
894.125,1.68606,1.33231,468.519,819.927,55.0379
1026.51,1.54489,1.20233,461.728,806.346,38.3211
1160.55,0.877501,1.17404,444.872,763.921,48.0555
830.086,1.60311,1.30339,454.753,808.721,102.751
921.535,1.57416,1.07526,509.268,753.64,102.908
1042.62,1.56513,1.38398,509.296,714.448,111.575
1063.14,1.58882,1.4352,517.808,667.552,43.4895
923.262,1.33162,1.51065,448.811,390.557,22.5876
908.219,1.91856,1.28819,427.821,363.768,-16.7911
898.193,1.41133,1.13961,388.417,356.245,51.0819
622.816,2.16956,1.40892,456.337,370.334,-28.4052
900.852,1.33455,1.69748,376.544,277.627,13.768
860.592,1.45625,1.10914,419.271,445.838,119.428
878.912,1.55744,1.2069,524.773,397.8,-404.034
0,0,0,0,0,171.442
1148.52,1.47664,1.27644,576.558,327.803,198.358
1468.95,1.30079,1.09155,603.469,326.281,147.636
1261.07,1.17223,1.48108,552.738,323.539,168.991
1372.38,1.42673,1.11917,574.247,370.403,160.809
1143.64,1.49569,1.13973,566.21,414.272,119.941
1006.42,1.45867,1.13876,525.544,475.806,148.56
1259.25,1.51584,1.20093,554.136,467.638,105.436
730.661,1.36993,1.59658,510.699,372.919,178.749
1031.29,1.36489,1.36789,583.746,291.835,209.668
1216.33,1.34998,1.25421,614.647,286.117,220.355
1010.93,1.22485,1.14131,625.224,252.719,210.145
1488.76,1.48792,1.14486,615.108,281.305,206.856
1692.64,1.4283,1.12892,611.804,276.716,203.223
1244.95,1.37791,1.11189,608.075,247.838,156.416
1033.29,1.67193,1.27919,561.19,224.039,182.717
1015.78,1.28047,1.58471,587.359,183.762,192.587
863.203,1.56741,1.12239,597.118,150.264,172.589
995.796,1.5134,0.942632,577.131,153.636,156.528
1065.64,1.51222,0.911404,561.225,200.635,201.977
963.439,1.70695,1.2562,606.57,168.989,124.522
1162.36,1.45878,1.28292,529.051,149.777,222.885
996.703,1.58121,1.05264,627.582,200.465,245.246
771.605,1.50623,1.08046,650.162,266.961,248.584
684.601,1.62826,1.28662,653.723,334.786,264.03
816.549,1.11593,1.47433,669.257,361.238,307.216
785.409,1.77724,1.27471,712.484,373.727,282.008
845.728,1.64032,1.16727,687.276,373.777,-404.034
0,0,0,0,0,300.845
936.484,1.46998,1.12814,706.107,371.894,295.993
812.89,1.69139,1.2148,701.329,394.41,-404.034
0,0,0,0,0,286.323
721.58,1.76218,1.30168,691.743,420.235,378.119
328.74,0.101236,0.800781,783.167,306.947,288.427
879.122,1.52686,1.08576,693.729,383.991,282.441
830.572,1.65623,1.03265,687.832,411.198,-404.034
0,0,0,0,0,280.423
731.512,1.78648,1.46388,685.792,404.606,-404.034
0,0,0,0,0,298.299
773.925,1.40374,1.37225,703.736,425.202,331.292
764.279,1.70019,1.24132,736.643,399.157,-404.034
0,0,0,0,0,317.994
857.309,1.59781,1.44106,723.474,438.04,-404.034
0,0,0,0,0,280.424
522.406,1.95606,1.24961,685.794,404.637,279.358
621.511,2.07854,1.28555,684.705,398.05,327.8
621.688,1.51928,1.87201,733.313,448.289,311.205
737.073,1.44868,1.2159,716.577,405.261,260.447
717.178,1.6613,1.31693,665.774,391.816,314.825
706.521,1.53179,1.28209,720.197,405.613,278.538
678.328,1.44566,1.61144,683.928,411.173,305.152
961.574,1.58044,1.3134,710.84,501.236,289.93
961.456,1.47184,1.17145,695.503,466.54,318.554
779.281,1.9037,1.53338,723.936,408.581,-404.034
0,0,0,0,0,-404.034
0,0,0,0,0,248.481
893.618,1.46028,1.44784,653.869,410.397,-404.034
0,0,0,0,0,237.918
1419.74,1.56954,1.31222,643.339,420.332,-404.034
